Type,"Attachments (Downloadable, Expand)",Category,Full Prompt,ID
"Midjourney 🎨 , ",metricsmule_A_tranquil_rural_scene_at_dawn_with_a_winding_dir_03850669-cecb-44ba-ad1e-4c533c8d6547_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/5pYFPdccZ0BMQ0jkp_GTIw/iZDfIF2UC9b_x5PLkKpFUVe-y3lWN7pIWQWn67npumN0qQfEzWlPCwoIvbmgd3J_kxT5wXjChmTkr6HU8LJ6xdyspg__NZCwvDBZvCv0ZrN8CqvQrE0UGbgDtjTYvk5Q2zPF5599P1qu0eHSIczAzp-PcyyoPqlVR78yp8HOZrZyG7rOTmz4ABLCaEgj1QRyuZYHplTnPWEzM8-M_RRYArniVWtQsjrPCA5FmbNLcO8tDXddPBbvDKqa81Cla9RC82eqVHN6WJkGA4WQ93bYig/m_VLbgkrkTts8OG3BrP3tt18be4x0tbC6vMr6PkJoHI),Midjourney,"A breathtaking alpine landscape at sunrise, featuring a tranquil lake surrounded by towering snow-capped peaks. Captured with a Hasselblad H6D-100c, the scene showcases an incredible level of detail, from the ripples in the crystal-clear water to the texture of the rocky mountain faces. The sky transitions from deep purple to soft pink and gold, with light mist rolling over the surface of the lake. The dynamic range highlights the depth and vibrancy of the natural colors, creating a timeless, gallery-worthy photograph",905
"Midjourney 🎨 , ",metricsmule_A_stunning_studio_portrait_of_a_beautiful_woman_w_2cd8d1f9-092b-466e-983e-0041a021aa1a_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/cWFd-xXC0xiRjghkHdjOsw/oWU7uXeGvAVJMU_ahnIoV2PKOVHs9lOV3yhb14JQ_OJ3mPqJbWwXMvuAZuPZHT2ZVtYpIFHPXPNYrqsGYef4qr3Kt7oY9L5K4GW8Cmmp6pcdsS7U72a4WBo1ng7B7Cz0UrUgZcOpyHsvtsw5-k1IgPBYep9H3_4sGYObHtYnGapbTeYGigHBzqgzNGqJQnKII69KtAQjM2djJUuYu3p8ES_w07p833mhS2QDJ6EQdiYAXZJO8zjVvgZHQcQ6eYbTkhHot5V_5azSrkcFv_dr_A/HH_XuoVViJ2qncuM7bHR9bAnYWYjr69caeI8YbXXHvU),Midjourney,"A stunning studio portrait of a beautiful woman with flowing silver hair, wearing an elegant emerald green evening gown. Captured with a Hasselblad H6D-100c, every detail of her delicate features and the intricate embroidery of her dress is rendered in ultra-high-resolution. The backdrop is a gradient of deep forest green to black, illuminated by a soft spotlight. The image showcases perfect lighting from large softboxes, creating a soft shadow gradient and accentuating her luminous skin tone. The dynamic range highlights every subtle texture and tone, giving the image a painterly, fine-art quality",903
"Midjourney 🎨 , ",metricsmule_An_intimate_street_scene_captured_in_soft_golden__534571c0-1e2b-4170-87e5-ce2530641969_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/zr4vmDRWYLKejsz2Fhuz7A/ukQjv3G_e4g5U9-mqPo7CyRmeIbPXMCfkViPJVGwozytaQewMdgos4v4iZ8RNWzpmWwuXufS2ewke8psutsLf5MvVgDvGPTUXnG8XpAP4xrXVjRgAt9DIzItHr3Xr90CpNG-HycNiah6A4Jqho8y77IYK_cC1qmy16YfS2U2CdayujOIdCko5JGAabMXmDN7lRG87IUCkAZ7P6zN4y24NXNF573JTfBm4paKMbCxKd71tNovp9KypUfrXLqWlzovS4YiyCYsUjhTOP3w1X5UHw/M51-yFagpSY5ccyLvHemKECA-SecWkrZ1h_aiZwTeNg),Midjourney,"An intimate street scene captured in soft, golden hour light, featuring a violinist playing passionately in a cobblestone alley. Shot using a Leica Summilux-M 35mm f/1.4 ASPH lens, the image highlights the musician's intricate hand movements and emotive expression while softly blurring the background of vintage European architecture. The wide-open aperture creates a dreamy bokeh effect, with shimmering orbs of light from nearby lanterns. The colors are warm and rich, with subtle vignetting drawing the viewer’s eye to the center of the frame. The overall atmosphere is cinematic, with exquisite sharpness on the subject and an artistic, timeless quality in the composition.",902
"Midjourney 🎨 , ",metricsmule_A_dramatic_cinematic_shot_of_a_lone_wanderer_walk_01f035f8-ce7b-4ecc-aa51-74782b01e96c_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/TowRbC2W15iurqeKespTKA/Hbc3-QlxJC73LW1o22dxyWV0tmD9SqXP71Rt9bik3B3Mt_qEu5aExiU5kQF_QYc6d3Sy7OzWkegQ9AzkWGE8uIEjRs9pGWlqHvetXIx-xxPi1QAiZkd_IgvU95_9vAS2N66qLRDLBMuWcutaUMlq9YMnUF6KE2_zFGNrfTd2f22sPGnQlAkEZ_T08ybpB_1baYpJ5uzJcfaDFPdKJh65Dthnmtf6fpy--Bd-4YNO9Hww6fkdLtytOpzFLVSGGetvpYsTkkr2otd2c6OReebiQQ/yxVzCElzWnjb-fp9agS15yjo2WDLEWl6wPfB_0XP8uw),Midjourney,"A dramatic cinematic shot of a lone wanderer walking through an expansive, arid desert landscape at sunrise. The scene is captured in stunning 6K RAW quality with a Super 35 sensor, emphasizing every grain of sand and the soft gradient of dawn's first light. The character is backlit by the rising sun, creating a silhouette with golden flares streaking across the lens. Shot with a 24mm T1.5 cine lens, the image features a shallow depth of field, highlighting the wanderer's figure while the background fades into a soft bokeh. The frame exhibits a high dynamic range, with deep shadows and vibrant highlights, mimicking the RED Komodo's cinematic color science and tonal depth. The atmosphere is serene and evocative, evoking the feel of an epic film scene.",904
"Midjourney 🎨 , ",metricsmule_A_candid_portrait_of_a_vibrant_young_woman_with_c_5545924b-c2da-400e-a0f3-48e3e2fd710e_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/zJ7Ev1PiydXTlWGqy4rEsA/6GK0ZGbtvtxrG-h6VypaIAwEwGKkgiK2-oAxJ1PZTAAyt3wntqbEkExxGMMqicWWgAOIXlMrphIj-nF_a88kV_PWNTpuhaeBTwrw_5jvBPhRez_SkFWNkC8HO8u9pooEK1ntGiPWfDKLguv9Iz984nIOHymVcce41NK7zw9LvIyRzoH8EEeQR6skpuz_PTF7q8SHggPVLRWfXbWF9PbNqOEIVinhzmTJiuWd5ITUdTtBX4FIlDdRB88SAZnNnB4YjXXGHuUfpGwXZR-3lA8iOw/tg0gvJsZjgglbSXQ36sP_WazcSPjjRZ4FDBbctRjnZk),Midjourney,"A candid portrait of a vibrant young woman with curly auburn hair, laughing in a bustling outdoor café. Captured with the iPhone 16 Pro Max's 48MP main camera, the image emphasizes her glowing skin and the intricate details of her floral dress. The background features soft bokeh created by computational depth mapping, subtly blurring the café's patrons and vibrant potted plants. The golden hour sunlight creates a warm and inviting atmosphere, with a balance of sharpness and natural highlights that make the image feel lifelike and dynamic.",901
"Midjourney 🎨 Cinematic, Scenery",metricsmule_A_tranquil_rural_scene_at_dawn_with_a_winding_dir_03850669-cecb-44ba-ad1e-4c533c8d6547_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/1XYIv0A4ncaNa5F4vGCosg/UsrOx9fzYkIRdMNT5KZu6YsTFGoqoqGXAlxO9IZY2wk3rJWJJ8FJ3O_38nqvY1G91Nwfyr1P7Yeafw-QA0RC3qpX-cyjSPJQLAjljOAM4metXyuWbIcYGa8vhS4NRfazsCTImXYQ3R2driBN8N-9Nyl5CFfGva02eDfyXjUFc9_Eriq8mRGiZgGX8ZY77gw-fzCu3smov65krxZo2rlNSCK2v2Mj39dqhRV1pc4I3OU-sxVJft2szZeKzL8PK-g34SpY2IWG8byzJMHZr5cEaQ/T9V7hVWqG_0vWk695tF3m-B7SQCYNoM4w2-00HJwWMg),Midjourney,"A cinematic portrait of a beautiful woman standing in a rain-soaked alley at night, illuminated by the neon lights of nearby storefronts. Captured with the RED Komodo 6K using a 50mm cine lens, the scene highlights the glistening water droplets on her leather jacket and her piercing gaze. The shallow depth of field creates a dreamy bokeh effect, making the neon signs blur softly in the background. The lighting is moody and dramatic, with high dynamic range capturing every subtle highlight and shadow for a true cinematic feel.",900
"Midjourney 🎨 futuristic, Person, Cyberpunk",metricsmule_A_cinematic_portrait_of_a_beautiful_woman_standin_d5e0d678-e586-475b-913f-ba51ae43c379_3.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/Qni2qIQAIyERUAHq26Q0pQ/i4y0AzC2s0vBmhHC-1uRuMeIA3FC07VRO2nEcuOVrKbH2-DnszTj3vJCoQHMRv9-NjhwNmo3StN3NviX8GdrOgaByq0G_ik1Pf0iI3-YACZwf5JyjL22cXtw7KC-0vI0hmUepzgEuv6bynxF7phlKRCIOAQKaPaV6gqJ_Fv3uCthin6Of6TvZ__Upi_oz9pPrLYBYA6XIX-oX--KiVVEfj4p4x2LMCklkMvrdA5Ep5RpSx25v2cSATJJh15pJf-kYMyESLr7yA8bXX8yBbdWSQ/kJnCjKftJL8iiGD_Iub7BO7O8RCtbMVTtD8fcn3JLSg),Midjourney,"A cinematic portrait of a beautiful woman standing in a rain-soaked alley at night, illuminated by the neon lights of nearby storefronts. Captured with the RED Komodo 6K using a 50mm cine lens, the scene highlights the glistening water droplets on her leather jacket and her piercing gaze. The shallow depth of field creates a dreamy bokeh effect, making the neon signs blur softly in the background. The lighting is moody and dramatic, with high dynamic range capturing every subtle highlight and shadow for a true cinematic feel.",899
"Canva/Dream Lab 🎨 , ",Screenshot 2024-12-18 at 4.20.00 PM.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/2-ddf14S1nJuHlt-WjnuZw/cNjbEzlG-2Ie6AUNxAsjB12KYIs-UD4fts2O4khXqS8IHWFfvWjIjl-WGlQdHuBnkQGO9nKqko73JCuIK2GnyuSxpr8rPhBNCzjinft6G6WmHJkmSmC8YRr43PM5-pTSVvGcQxVCWIp7R1Kt1wDhJNQBK3LQ0j1LkyOrawVjTFXNyj-gPfGk3k5bldGA7DxD/VODbDUr9nS2ncRNj-q0wdwdW38gKRmm41YgevpVLem0),Canva/Dream Lab,"An electrifying neon logo of the letter ""M"" embodying modernity and vibrancy.
The design style employs neon tube lighting, giving the letter a luminous glow that stands out against the dark background.
The logo features a !soft neon flicker effect, adding a dynamic touch that captures attention and enhances the overall allure.",897
"Canva/Dream Lab 🎨 , ","""A vibrant, sleek fox symbol representing innovation and marketing with the bold text """"SILO"""" below..jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/gkIdPhXEwY07asvPXSoFOQ/_E-C8s-MpJtrSuJ-2U_fe5uHruHp9dolP1REqJJ17_K_9pO2bke74OzTyO9LmY3NNRjmigLqq9HjHKbJijSbCTnAxvUOQb-A5NOdlwOyMTuH5z4rbauXq8F_tZg5kxj3sXkDvNiA6fkPcPQleCxriddhUDJ3td61pDDY9E6CPpPPVHpBm3vE6vkoEuZQbKV-iT59X8zyoo6UvjBw-EEilLu2g4URHNannc1b0e-xycNGeflnWIfSiHuCBoZ6UI0A/IUOrqHpp0ySLabTZWqaOpEZ19fRlR5VYGwdDaoVsPKc)""",Canva/Dream Lab,"A vibrant, sleek fox symbol representing innovation and marketing with the bold text ""SILO"" below.",896
"Canva/Dream Lab 🎨 , Logo","""icon of a  baobab  tree inside of bulb light, creative logo, no outline, vector, white background, 3D render, hyper realistic, .jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/Q2WtVjamEWPU2mcoEUo09w/w09Yu246J6__Yt3yFCgtj8zobIGHUzOiUP2z-1QOqoL81wepNfodnypq2ng2iBghLz9zchifAJB2sn1g8MES9h8Spz4_-xMGna_Y_MzTP3Bbm4CTJMkIBOB5j3SNlHMUSDhhIEdaWdI41NFiBgBmF3RRSePXMP0NziT0kuwY_NEct_0Ba3IyyxYcRwLMdBNHrEErBp0Ep1HiJBV0G-EgP43DeXXSbiWtgKnU84DWOq4F8vzR5rzP2rC3OjaByoebcLW5sIdRE9NJdUpRVtGJ-w/bYtJhha_DyWt7g-ox7o7SL8WuJQC-rWr2i6pm5dH1WU)""",Canva/Dream Lab,"icon of a  baobab  tree inside of bulb light, creative logo, no outline, vector, white background, 3D render, hyper realistic, ",895
"Canva/Dream Lab 🎨 , Logo","""icon of a laptop computer, in the style of a logo, gradient colors of purples and blues -2.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/n-B3IiEs1m1uiEDSkgB9bQ/6LwkAcdFSry-n0njrscHfr8ZLDbdIDeQXf9ltxknFTht1HRK4SKUawGPweGHpFj_-0YijVmwmyer4RyEFX2xb1fzgvvRTUlO_aX-3OuqPuAztj3yt7WPjNg-Q2Ce1T9xE7UxfPIKBP9HRbdyKMeuzxrJIpOHue5SlCjQYlJ0x1P_jIdaEuvji0O5lQL-ZfwskOGKlPI-i4d4liGOCkQpZ0ZVe74fRHtPQYKJN7erJza2ztKoAoUYnJsGONuI-0nb/lAEe57VcCui7LQV3yKDXVwWY3ldHPU_hGAwz9XjRE9k)"",""icon of a laptop computer, in the style of a logo, gradient colors of purples and blues .jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/4Ryns1zse35E8s40PXwD6Q/kmZH6Ny1r1sgWlspiemtb7LLlqOAqchyymPx2-ddXIs3qvOTVb8pgbelRsv1nzd-3kPPLXzCffuznI3bW_5_lWJLCCYRdkCIT3FUnODfxwKPRwLKwuEjGfFc-Z5OfB3O2J7HQwtnKSelj4aEuKiO6ueif04yPxJfJaKNClME5b_vyPuwoqERZH2VTprDS5xc5gj87Grup3Cs_pDW-BvPqqpSS8KMJt2hmSWXJamT74U/5Q40rfpgzhjq7y8MtNsdl9qhm1BMgWOQ8sDiHuDZe6k)""",Canva/Dream Lab,"icon of a laptop computer, in the style of a logo, gradient colors of purples and blues ",894
"Canva/Dream Lab 🎨 , Logo","""shoe icon, logo, black background, clean and modern look, photorealistic style, vibrant and gradient colors, neon LED outline-2.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/BwuJqz6saM256CSMVu21Zw/uKmNmxA20t5ermrmjbxAYMmy9cqZwfiNdIAEBj5b6X_3TT4WRNV2VyJBDVv9xV9CqUAl6koUdvGFvhZ3p8OIggITZPyyXtdTxbXbCHw-8j5Aqs1TWUTh9eju7fI0KWJw6-_i2yWNJokiPC5pWN7a1IgHbsBra1etfUcBdgRHVK4tASHF6x041YJ4lDtO6kj6L1e5g4GuOAhLfpPQ3hzHLjCd3PYJtkQkLetAAtIjASmOEHysEIzujMlutePc_66ZGQKWFxZ4Z0yM-GOVTBNo5ryUyGQLxWUYiJhXGMRJYI4/6gOWoNRZ0rCm2s0R5NHeobwDeOOcwstuFDgIN-7KQFE)"",""shoe icon, logo, black background, clean and modern look, photorealistic style, vibrant and gradient colors, neon LED outline-3.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/VhbNUpIzzh-sEL26rU2NLQ/wTastxWpUKtRbXX-zJH1IHnxHDM_oT4XBHpzBQ2u6mNJWcCk5jbPMow-ZCv4Cipo0uLJt6F6hEhIrxUUB4_h14rd36WiZAb5dFr9rezBL0P7lyuUR7rQQXBkC50UoM8bJytmKuwQ8zf9QBuu6oKWjYEB5J9f7P33IkMm0-4QSAejYDMw29UXFo_QoY4K7OB5JbVSBj7iz_7kjkBMJ0FhcDFvEeAZtTcgiEMwKe0iEC3cTnq6h0hGQhzF-T6cTL1ZQTwhk21HDDC9s3AedKFzmKOmocS1DdtlqhaZbKEtOzc/C8ZI_nUO7j8dic_2Whqt9l02ol_YRmSC8R4wJSynFGI)"",""shoe icon, logo, black background, clean and modern look, photorealistic style, vibrant and gradient colors, neon LED outline.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/A7DYHnP3b-CRVvbitZNCjQ/BODO2p1QyJO2cwRdUgrAU-zMnT-G1LVkX5VdveSoNCDu_BoErkcsE7O4XdOwFKdEYw3sXBuX1BIVmu4C6JOdFI7y5uhDXVp3JUPFT6tS6ETTa1RChguhltvRAks0OycCh_VKu_cgCcsmLwVincpDVIBmtTFPGDN-mQ5O145WZ9Oow9W1unR9tRtYcxZrkf85qG-EVB1pmibBcjLkhjKP4WzKr-tMmILj0qpu-9xbPCPVnsImFZDTWhqrHartPZa2jkgM7noE5jXdBdWGuFQGrQoxBVJQZ4Qq6dgf0oQnKdc/bunAICeGUy133W10Bk-vpYHqRVZhN5zxK-zl1st91AU)""",Canva/Dream Lab,"shoe icon, logo, black background, clean and modern look, photorealistic style, vibrant and gradient colors, neon LED outline",893
"Canva/Dream Lab 🎨 , Logo","""an esports neon logo of a viking with a cell phone | the text """"VIKINGS"""" is under the logo-2.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/jaGhWDMlGbCfkyaqDg3lHQ/_r3G54iXxoOAvUiUZxHQIh9S9ywUsCNldvXJJFvOMjP2ZJ3UI0EntG6jMivWR1BiaEehTXiiTQ-xKrZoWJnAwZUoZs6iHE6IDzYOysNpESKU5VVQTSroaX98wDPYyx7OfuOHgL4G8r7lvJrKijXaCu2LmSEpOCJPQBkaj58obwkrkGJBhWELcQo4xJSpOb-ZjBNup-kFivLeHDcr9MPCzwVc4k8_sVfQy9uu3COfzxP3llSmFSxLn9Su4n-nx8yH/HO1T5iTwYDd2flZv9t0SGK4mHeFY24Z1el9Sd6f_ib8)""",Canva/Dream Lab,"an esports neon logo of a viking with a cell phone | the text ""VIKINGS"" is under the logo",892
"Canva/Dream Lab 🎨 , Logo","""an esports neon logo of a viking with a cell phone | the text """"VIKINGS"""" is under the logo.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/QRYV5r2qN0Y_JkMIH2F-3g/1NHeFoqaikcAFw9X0ikc9norq51i4Vt5In_TwTwRLngdQzzJVruD_1cd79IuE-7eRFAJ6jeRolBJB10s55V2Vopk54hjbBzOc5v-5Wgzz6rhdhfinKvpCJyIg_qSYF5VAdQ-F2GZYB2X574T2GhUfIB3CsCcT5_5rLCVOs9lc7Kot7x4Xhu06lAEszyHSFMB8MX_V74EQ0F67k9jjmK5HEesyOA-mYv5fBC03U1TiuA/9rtH04QTMsKO6bcGV9xkQY26jqbx2qi-5KoKAYW2ZWQ)""",Canva/Dream Lab,"an esports neon logo of a viking with a cell phone | the text ""VIKINGS"" is under the logo, white background, clean moder look, photorealistic, peaceful and gradient colors",891
"Canva/Dream Lab 🎨 , Logo","""fox icon, white background, clean look, photorealistic style, peaceful and gradient colors-2.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/6O6GA96gf9cOPBFR44h3sg/KYrIo1788l5tgb3qHdqWBfxVb3WvFNnHi3TO5hL1-D2heKjVgAyna2NPwmRssPwF9TlALc1L3T7lJE-xio5FvQzUZLpfgXeRn81ZJRrIL4J-lYByy8grxLvZMGpSdLTAzlEmjRKATpi5D85rxtWwl4HsnX96Gc5oSST3UR0hD5psxZQwC6Aa79tNIRix5CLhwxd7eHIiRb9jSqAAOygrRajs0rIn55i9qkflnlZJge08MLZzCVN6l7DzPcIsNrqx/YjSZ74fSHVXPA6gtLRd-_WPf9hS89qihMM2dOO98Ehs)""",Canva/Dream Lab,"fox icon, white background, clean look, photorealistic style, peaceful and gradient colors",890
"Canva/Dream Lab 🎨 , Logo",Untitled design-32.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/ksJT3NGi5CGQzzM4ezOVqg/0SnOZy35b-yD2_JeM5UysLNLSYgcUsD0bfO3zLBb5yQxIpHLnUtSNwbtPoaYaoaKI0NTrHLluu47LgTCNNEToWKU0QAhVFS73BR8xcIl6BfmRIi--t-4mchu80dgc9KiN2NKtyXcG8vHvpAjKCxE4jMtl8wZOHNfDGznxFwLgz4/cpL9vWOwxVhKULh-1rc5hdPogG335b9BjpwfRatdir8),Canva/Dream Lab,"fox icon, white background, clean look, photorealistic style, peaceful and gradient colors",889
"Canva/Dream Lab 🎨 , Logo","""panda icon, white background, clean look, photorealistic style, peaceful and gradient colors.jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/o7XJzEdbGYIxAG8l24IBQQ/JS3CjcAP1OE23eTlrzTyg2ADD4SaVaHw1lhM76LONkH-nsoBoX2vIoR1oaBRM5uR9bp-P8LEjw5eYm34VxMUKNDXvWOTWtkMgyXl8F4NeqYUv2oo7zZt21qYZD6GEeX5KGyHO8h9T-ZM5EyVutf5kx_0VZvfZg9AgHpOH1DOroHuSnJSxn5nWTbtcxxUzZpbv1zN4F2E6v9ABkaHMDWc1tslLz35er6emuVO48prPtKYRJM9My8680Z9IFJzDrSz/KrA8FnCwuHogIDfsGWvB63x1DPHxtbb6qa7UgoYsD0Q)""",Canva/Dream Lab,"panda icon, white background, clean look, photorealistic style, peaceful and gradient colors",888
"Grok 🎨 , ","image (3).jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/wpdEuj219Z1FdmQi77LD7Q/0rWcDOEolsnNrwn8fyEcFzNPOWIGyMmCzRz8K-7aObmlQFF--hbfJ5Vb5HL15I-ehZLyDM7ZjdAgG-AGPU1i5IBMPS-LIwpk2_5pmtXRIjaO3Ay4wixynpFnjRbMwKavnhlAxFACgm820qI0xaLDUmqaSZ47q2C8wUWlT2YtV7w/h4-uwD8u_X0RvwFA2EMi7Ii758tqG6SblfwMmf5-7AA),image (4).jpg (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/SilThtzSsjYpieTe1Ulk_w/9IzmgWlRVQTd0Bk0zENciLRaSrD-2r4NseYmJZeQvNkoEjahS_CsKCfOoEtY9mZQ7EpDJEWKYQZf-1mLDviYrR2taxoOi8H0Z7deXpxvRrSN_jCvwAA9mpoRi3H-fpZl7sy_8ti85KY5ALJrqoSqcIXedYI5BEX4Mx0d2j6sca8/n1x2y4qt-X3_QjHwUmGL37d-zYwcmDXCySVq7UEFBL8)",Grok,"stills archive, Frozen, disney .com",887
"Midjourney 🎨 Car, Cinematic",metricsmule_A_McLaren_supercar_speeding_down_a_wet_reflective_91450c36-7b5b-4875-b7dc-e990841a9942_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/Wem8TatTIB06okrGDnAgzg/D14onNzIMA5c-iemf0wx-RDPS3Hbh8MdQCIdJVQ8kSvTowEjLahATnazunyoz135icvJsRNbR2NpNnJwIV2ojlw0Td_IK3s3L-MLVfjGqIB6_iC5rPPOK9FWOTRHZIttVPd1Q1BZ_PIsoIG3t-TBncgLQ855EpgMfpkkhupu07OwgBKHZP9C7GuWnIQGcsh75eIxRcmyhWDcr70gn28dn-C-SoGtwUcNBrv8vKxHfCWCQBQi1eDL3tZczyw-H5FX9b8gU3eOzLdBYHPro2Dzpw/D50HuHhgLWVzIeFXKGaCJH7gYSgQYzSrhcCfo5J7dvA),Midjourney,"A McLaren supercar speeding down a wet, reflective road at night, illuminated by scattered city lights reflecting off the rain-soaked asphalt. The rain creates soft, cinematic reflections, while droplets trail off the car's aerodynamic curves. The car’s headlights cut through the misty air, creating light beams that scatter across the rain. A wide-angle shot captures the full scene, including distant streetlights glowing softly in the blurred background. Shot with a Sony Alpha 7R IV camera and a 16-35mm f/2.8 GM lens, capturing every intricate detail in crisp 4K resolution. The road glistens with reflections from the car and city lights, enhancing the sense of speed and power as the McLaren zooms down the road. ISO set to 800, shutter speed at 1/60s to highlight light trails in the rain, while the car remains sharp in focus. The atmosphere is intense and moody, with cinematic lighting creating a dramatic contrast between the sleek, glossy car and the rainy night.",885
"Midjourney 🎨 scenery , Cinematic",metricsmule_360_degrees_equirectangular_projection_of_a_snow-_f1146fdf-8009-469f-b74e-523277a7ced8_1.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/Tpww01tY23Z7PRlYP76pLw/3ZJIfpn1QuWlIaMt1A4iDshGgFltPuF54XbeNsjUcoE7x_v2kzt9rhjDxJ0QjhszUhadtV_ACPqxZ6J0xUEMCsxX9yGum80XMOWEo1dR-c4gZSBSAnE_9yO8QOhBoV3JGXHMyCI7iObvkPUlyh5pXkVGRPy9gC6Yj_OcXkKUN92W2cAXUYe_Gq5ZW1i9CQEo6ZOuH3tVaYVSlCPKUAaYE-rzmHJFuGejAiDVLf8sjv-HPHFc2erqm8KCIlPT4Kg4QXD-_FEYrhAOuLMZFr52vQ/QSF9O0gap7rl39qGe9HQPdLOssHZKKfk3-MQXDYn1C8),Midjourney,"360 degrees equirectangular projection of a snow-covered mountain peak at sunrise, clear sky, soft pink and orange hues, isolated cabin with smoke rising from the chimney",884
"Midjourney 🎨 scenery , futuristic, 360",metricsmule_360_degrees_equirectangular_projection_of_a_cyber_dad7c3fb-3805-4f2d-8608-dca90b1abe41_0.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/ajHEJkL_y5c6BOkryNniOw/atsEz26is9NaF6dCPIZkyGKh-Oq36AESU5K1o9g6HsjmGGBf3WJto33yvsNQjBlBPwHQhgP9GL1_jxIrYhVNCnt4TsG5HrD0mJWy3sjCbrLxrDE334qhnbEjqkser-Wo6RtBjmhgzIaTBukl9nK-yrTA9VYmHOGrB-03cibgHzw0PaoL9LPeV8BPWQ7qkkS0mpNoj4wdXeid-uJ5UhkehcUzTCqWWCo-v25EU2EyKG0FZ8gh1IV7aibT7kI_AyXp6bkthsRS5eA8_dWOF6G3HQ/V83BH_E5uwPgHZ6VsdERGy2DPaYxVxy3BmM1ztjF6Pg),Midjourney,"360 degrees equirectangular projection of a cyberpunk alleyway at night, rainy weather, neon lights in pink and blue, futuristic motorcycles parked along the street ",886
"Midjourney 🎨 astro, Scenery",metricsmule_An_astronaut_floats_weightlessly_in_the_zero-grav_786c4e19-cfc4-48dd-9ae6-220bf7a9afa9_2.png (https://v5.airtableusercontent.com/v3/u/54/54/1783296000000/0SavF_ge798MctD_3TbPBQ/F6LrfuQieCNxFhS22ZC5PrHNB4r5q5PDPeUdwhdh5b3dmUrm3vp_Ivd1GfqsGw3tlrJAgQlmiqFBmzyXnWPJl98W2Q8m5zXYKT4JHZABbwoCn2OGobmldhSVImUCtzlvv90ltqP6J-NO-FjoRj97yW2628Ly4hsIuD1whyoYkcY2q4c_6vFYsH03sdoklpdrY4KxkIkuJ91Jmt2Sxy3KdmKdb_MzMcLclgAhKjP1rwmgdCuy3crakoxEGg1WMJMcSb9PkZGMJPFMOMcR0cJEYw/RW8ABhvV_oURFSxxvfiyfk18CkykbG2Mz2pKB8IAiyQ),Midjourney,"An astronaut floats weightlessly in the zero-gravity expanse, their suit gleaming softly against the backdrop of colossal, jagged rocks. The rocks, suspended mid-void, are encrusted with metallic dust that glistens like stars, reflecting the intense light of a nearby, massive planet. This planet is alive with swirling clouds of iridescent purples, blues, and fiery oranges, its glowing rings casting an otherworldly glow across the scene. The astronaut's visor reflects this breathtaking view, their wide eyes revealing a mix of awe, fear, and the unknown. The Canon EOS R5 captures this scene with a 15mm wide-angle lens, emphasizing the immense scale and making the astronaut seem almost insignificant against the cosmic grandeur. Rays of light from the planet strike the rocks, creating dramatic contrasts, where glowing dust particles dance in the light, while the shadows between the rocks are engulfed in deep, mysterious darkness. In the distance, faint nebulae glow softly, adding a touch of beauty to the otherwise stark and lonely landscape. The entire scene conveys a haunting, surreal beauty, blending isolation and wonder.",883
